p1,p2,p3,p4,label
0,0,2102,1,1
0,1,2104,0,1
1,0,2104,0,1
0,0,2103,1,1
0,1,2105,0,1
1,0,2105,0,1
0,0,2104,1,1
0,1,2106,0,1
1,0,2106,0,1
0,0,2105,1,1
0,1,2107,0,1
1,0,2107,0,1
0,0,2106,1,1
0,1,2108,0,1
1,0,2108,0,1
0,0,2107,1,1
0,1,2109,0,1
1,0,2109,0,1
0,0,2108,1,1
0,1,2110,0,1
1,0,2110,0,1
0,0,2109,1,1
0,1,2111,0,1
1,0,2111,0,1
0,0,2110,1,1
0,1,2112,0,1
1,0,2112,0,1
0,0,2111,1,1
0,1,2113,0,1
1,0,2113,0,1
0,0,2112,1,1
0,1,2114,0,1
1,0,2114,0,1
0,0,2113,1,1
0,1,2115,0,1
1,0,2115,0,1
0,0,2114,1,1
0,1,2116,0,1
1,0,2116,0,1
0,0,2115,1,1
0,1,2117,0,1
1,0,2117,0,1
0,0,2116,1,1
0,1,2118,0,1
1,0,2118,0,1
0,0,2117,1,1
0,1,2119,0,1
1,0,2119,0,1
0,0,2118,1,1
0,1,2120,0,1
1,0,2120,0,1
0,0,2119,1,1
0,1,2121,0,1
1,0,2121,0,1
0,0,2120,1,1
0,1,2122,0,1
1,0,2122,0,1
0,0,2121,1,1
0,1,2123,0,1
1,0,2123,0,1
0,0,2122,1,1
0,1,2124,0,1
1,0,2124,0,1
0,0,2123,1,1
0,1,2125,0,1
1,0,2125,0,1
0,0,2124,1,1
0,1,2126,0,1
1,0,2126,0,1
0,0,2125,1,1
0,1,2127,0,1
1,0,2127,0,1
0,0,2126,1,1
0,1,2128,0,1
1,0,2128,0,1
0,0,2127,1,1
0,1,2129,0,1
1,0,2129,0,1
0,0,2128,1,1
0,1,2130,0,1
1,0,2130,0,1
0,0,2129,1,1
0,1,2131,0,1
1,0,2131,0,1
0,0,2130,1,1
0,1,2132,0,1
1,0,2132,0,1
0,0,2131,1,1
0,1,2133,0,1
1,0,2133,0,1
0,0,2132,1,1
0,1,2134,0,1
1,0,2134,0,1
0,0,2133,1,1
0,1,2135,0,1
1,0,2135,0,1
0,0,2134,1,1
0,1,2136,0,1
1,0,2136,0,1
0,0,2135,1,1
0,1,2137,0,1
1,0,2137,0,1
0,0,2136,1,1
0,1,2138,0,1
1,0,2138,0,1
0,0,2137,1,1
0,1,2139,0,1
1,0,2139,0,1
0,0,2138,1,1
0,1,2140,0,1
1,0,2140,0,1
0,0,2139,1,1
0,1,2141,0,1
1,0,2141,0,1
0,0,2140,1,1
0,1,2142,0,1
1,0,2142,0,1
0,0,2141,1,1
0,1,2143,0,1
1,0,2143,0,1
0,0,2142,1,1
0,1,2144,0,1
1,0,2144,0,1
0,0,2143,1,1
0,1,2145,0,1
1,0,2145,0,1
0,0,2144,1,1
0,1,2146,0,1
1,0,2146,0,1
0,0,2145,1,1
0,1,2147,0,1
1,0,2147,0,1
0,0,2146,1,1
0,1,2148,0,1
1,0,2148,0,1
0,0,2147,1,1
0,1,2149,0,1
1,0,2149,0,1
0,0,2148,1,1
0,1,2150,0,1
1,0,2150,0,1
0,0,2149,1,1
0,1,2151,0,1
1,0,2151,0,1
0,0,2150,1,1
0,1,2152,0,1
1,0,2152,0,1
0,0,2151,1,1
0,1,2153,0,1
1,0,2153,0,1
0,0,2152,1,1
0,1,2154,0,1
1,0,2154,0,1
0,0,2153,1,1
0,1,2155,0,1
1,0,2155,0,1
0,0,2154,1,1
0,1,2156,0,1
1,0,2156,0,1
0,0,2155,1,1
0,1,2157,0,1
1,0,2157,0,1
0,0,2156,1,1
0,1,2158,0,1
1,0,2158,0,1
0,0,2157,1,1
0,1,2159,0,1
1,0,2159,0,1
0,0,2158,1,1
0,1,2160,0,1
1,0,2160,0,1
0,0,2159,1,1
0,1,2161,0,1
1,0,2161,0,1
0,0,2160,1,1
0,1,2162,0,1
1,0,2162,0,1
0,0,2161,1,1
0,1,2163,0,1
1,0,2163,0,1
0,0,2162,1,1
0,1,2164,0,1
1,0,2164,0,1
0,0,2163,1,1
0,1,2165,0,1
1,0,2165,0,1
0,0,2164,1,1
0,1,2166,0,1
1,0,2166,0,1
0,0,2165,1,1
0,1,2167,0,1
1,0,2167,0,1
0,0,2166,1,1
0,1,2168,0,1
1,0,2168,0,1
0,0,2167,1,1
0,1,2169,0,1
1,0,2169,0,1
0,0,2168,1,1
0,1,2170,0,1
1,0,2170,0,1
0,0,2169,1,1
0,1,2171,0,1
1,0,2171,0,1
0,0,2170,1,1
0,1,2172,0,1
1,0,2172,0,1
0,0,2171,1,1
0,1,2173,0,1
1,0,2173,0,1
0,0,2172,1,1
0,1,2174,0,1
1,0,2174,0,1
0,0,2173,1,1
0,1,2175,0,1
1,0,2175,0,1
0,0,2174,1,1
0,1,2176,0,1
1,0,2176,0,1
0,0,2175,1,1
0,1,2177,0,1
1,0,2177,0,1
0,0,2176,1,1
0,1,2178,0,1
1,0,2178,0,1
0,0,2177,1,1
0,1,2179,0,1
1,0,2179,0,1
0,0,2178,1,1
0,1,2180,0,1
1,0,2180,0,1
0,0,2179,1,1
0,1,2181,0,1
1,0,2181,0,1
0,0,2180,1,1
0,1,2182,0,1
1,0,2182,0,1
0,0,2181,1,1
0,1,2183,0,1
1,0,2183,0,1
0,0,2182,1,1
0,1,2184,0,1
1,0,2184,0,1
0,0,2183,1,1
0,1,2185,0,1
1,0,2185,0,1
0,0,2184,1,1
0,1,2186,0,1
1,0,2186,0,1
0,0,2185,1,1
0,1,2187,0,1
1,0,2187,0,1
0,0,2186,1,1
0,1,2188,0,1
1,0,2188,0,1
0,0,2187,1,1
0,1,2189,0,1
1,0,2189,0,1
0,0,2188,1,1
0,1,2190,0,1
1,0,2190,0,1
0,0,2189,1,1
0,1,2191,0,1
1,0,2191,0,1
0,0,2190,1,1
0,1,2192,0,1
1,0,2192,0,1
0,0,2191,1,1
0,1,2193,0,1
1,0,2193,0,1
0,0,2192,1,1
0,1,2194,0,1
1,0,2194,0,1
0,0,2193,1,1
0,1,2195,0,1
1,0,2195,0,1
0,0,2194,1,1
0,1,2196,0,1
1,0,2196,0,1
0,0,2195,1,1
0,1,2197,0,1
1,0,2197,0,1
0,0,2196,1,1
0,1,2198,0,1
1,0,2198,0,1
0,0,2197,1,1
0,1,2199,0,1
1,0,2199,0,1
0,0,2198,1,1
0,1,2200,0,1
1,0,2200,0,1
0,0,2199,1,1
0,1,2201,0,1
1,0,2201,0,1
0,0,2200,1,1
0,1,2202,0,1
1,0,2202,0,1
0,0,2201,1,1
0,1,2203,0,1
1,0,2203,0,1
0,0,2202,1,1
0,1,2204,0,1
1,0,2204,0,1
0,0,2203,1,1
0,1,2205,0,1
1,0,2205,0,1
0,0,2204,1,1
0,1,2206,0,1
1,0,2206,0,1
0,0,2205,1,1
0,1,2207,0,1
1,0,2207,0,1
0,0,2206,1,1
0,1,2208,0,1
1,0,2208,0,1
0,0,2207,1,1
0,1,2209,0,1
1,0,2209,0,1
0,0,2208,1,1
0,1,2210,0,1
1,0,2210,0,1
0,0,2209,1,1
0,1,2211,0,1
1,0,2211,0,1
0,0,2210,1,1
0,1,2212,0,1
1,0,2212,0,1
0,0,2211,1,1
0,1,2213,0,1
1,0,2213,0,1
0,0,2212,1,1
0,1,2214,0,1
1,0,2214,0,1
0,0,2213,1,1
0,1,2215,0,1
1,0,2215,0,1
0,0,2214,1,1
0,1,2216,0,1
1,0,2216,0,1
0,0,2215,1,1
0,1,2217,0,1
1,0,2217,0,1
0,0,2216,1,1
0,1,2218,0,1
1,0,2218,0,1
0,0,2217,1,1
0,1,2219,0,1
1,0,2219,0,1
0,0,2218,1,1
0,1,2220,0,1
1,0,2220,0,1
0,0,2219,1,1
0,1,2221,0,1
1,0,2221,0,1
0,0,2220,1,1
0,1,2222,0,1
1,0,2222,0,1
0,0,2221,1,1
0,1,2223,0,1
1,0,2223,0,1
0,0,2222,1,1
0,1,2224,0,1
1,0,2224,0,1
0,0,2223,1,1
0,1,2225,0,1
1,0,2225,0,1
0,0,2224,1,1
0,1,2226,0,1
1,0,2226,0,1
0,0,2225,1,1
0,1,2227,0,1
1,0,2227,0,1
0,0,2226,1,1
0,1,2228,0,1
1,0,2228,0,1
0,0,2227,1,1
0,1,2229,0,1
1,0,2229,0,1
0,0,2228,1,1
0,1,2230,0,1
1,0,2230,0,1
0,0,2229,1,1
0,1,2231,0,1
1,0,2231,0,1
0,0,2230,1,1
0,1,2232,0,1
1,0,2232,0,1
0,0,2231,1,1
0,1,2233,0,1
1,0,2233,0,1
0,0,2232,1,1
0,1,2234,0,1
1,0,2234,0,1
0,0,2233,1,1
0,1,2235,0,1
1,0,2235,0,1
0,0,2234,1,1
0,1,2236,0,1
1,0,2236,0,1
0,0,2235,1,1
0,1,2237,0,1
1,0,2237,0,1
0,0,2236,1,1
0,1,2238,0,1
1,0,2238,0,1
0,0,2237,1,1
0,1,2239,0,1
1,0,2239,0,1
0,0,2238,1,1
0,1,2240,0,1
1,0,2240,0,1
0,0,2239,1,1
0,1,2241,0,1
1,0,2241,0,1
0,0,2240,1,1
0,1,2242,0,1
1,0,2242,0,1
0,0,2241,1,1
0,1,2243,0,1
1,0,2243,0,1
0,0,2242,1,1
0,1,2244,0,1
1,0,2244,0,1
0,0,2243,1,1
0,1,2245,0,1
1,0,2245,0,1
0,0,2244,1,1
0,1,2246,0,1
1,0,2246,0,1
0,0,2245,1,1
0,1,2247,0,1
1,0,2247,0,1
0,0,2246,1,1
0,1,2248,0,1
1,0,2248,0,1
0,0,2247,1,1
0,1,2249,0,1
1,0,2249,0,1
0,0,2248,1,1
0,1,2250,0,1
1,0,2250,0,1
0,0,2249,1,1
0,1,2251,0,1
1,0,2251,0,1
0,0,2250,1,1
0,1,2252,0,1
1,0,2252,0,1
0,0,2251,1,1
0,1,2253,0,1
1,0,2253,0,1
0,0,2252,1,1
0,1,2254,0,1
1,0,2254,0,1
0,0,2253,1,1
0,1,2255,0,1
1,0,2255,0,1
0,0,2254,1,1
0,1,2256,0,1
1,0,2256,0,1
0,0,2255,1,1
0,1,2257,0,1
1,0,2257,0,1
0,0,2256,1,1
0,1,2258,0,1
1,0,2258,0,1
0,0,2257,1,1
0,1,2259,0,1
1,0,2259,0,1
0,0,2258,1,1
0,1,2260,0,1
1,0,2260,0,1
0,0,2259,1,1
0,1,2261,0,1
1,0,2261,0,1
0,0,2260,1,1
0,1,2262,0,1
1,0,2262,0,1
0,0,2261,1,1
0,1,2263,0,1
1,0,2263,0,1
0,0,2262,1,1
0,1,2264,0,1
1,0,2264,0,1
0,0,2263,1,1
0,1,2265,0,1
1,0,2265,0,1
0,0,2264,1,1
0,1,2266,0,1
1,0,2266,0,1
0,0,2265,1,1
0,1,2267,0,1
1,0,2267,0,1
0,0,2266,1,1
0,1,2268,0,1
1,0,2268,0,1
0,0,2267,1,1
0,1,2269,0,1
1,0,2269,0,1
0,0,2268,1,1
0,1,2270,0,1
1,0,2270,0,1
0,0,2269,1,1
0,1,2271,0,1
1,0,2271,0,1
0,0,2270,1,1
0,1,2272,0,1
1,0,2272,0,1
0,0,2271,1,1
0,1,2273,0,1
1,0,2273,0,1
0,0,2272,1,1
0,1,2274,0,1
1,0,2274,0,1
0,0,2273,1,1
0,1,2275,0,1
1,0,2275,0,1
0,0,2274,1,1
0,1,2276,0,1
1,0,2276,0,1
0,0,2275,1,1
0,1,2277,0,1
1,0,2277,0,1
0,0,2276,1,1
0,1,2278,0,1
1,0,2278,0,1
0,0,2277,1,1
0,1,2279,0,1
1,0,2279,0,1
0,0,2278,1,1
0,1,2280,0,1
1,0,2280,0,1
0,0,2279,1,1
0,1,2281,0,1
1,0,2281,0,1
0,0,2280,1,1
0,1,2282,0,1
1,0,2282,0,1
0,0,2281,1,1
0,1,2283,0,1
1,0,2283,0,1
0,0,2282,1,1
0,1,2284,0,1
1,0,2284,0,1
0,0,2283,1,1
0,1,2285,0,1
1,0,2285,0,1
0,0,2284,1,1
0,1,2286,0,1
1,0,2286,0,1
0,0,2285,1,1
0,1,2287,0,1
1,0,2287,0,1
0,0,2286,1,1
0,1,2288,0,1
1,0,2288,0,1
0,0,2287,1,1
0,1,2289,0,1
1,0,2289,0,1
0,0,2288,1,1
0,1,2290,0,1
1,0,2290,0,1
0,0,2289,1,1
0,1,2291,0,1
1,0,2291,0,1
0,0,2290,1,1
0,1,2292,0,1
1,0,2292,0,1
0,0,2291,1,1
0,1,2293,0,1
1,0,2293,0,1
0,0,2292,1,1
0,1,2294,0,1
1,0,2294,0,1
0,0,2293,1,1
0,1,2295,0,1
1,0,2295,0,1
0,0,2294,1,1
0,1,2296,0,1
1,0,2296,0,1
0,0,2295,1,1
0,1,2297,0,1
1,0,2297,0,1
0,0,2296,1,1
0,1,2298,0,1
1,0,2298,0,1
0,0,2297,1,1
0,1,2299,0,1
1,0,2299,0,1
0,0,2298,1,1
0,1,2300,0,1
1,0,2300,0,1
0,0,2299,1,1
0,1,2301,0,1
1,0,2301,0,1
0,0,2300,1,1
0,1,2302,0,1
1,0,2302,0,1
0,0,2301,1,1
0,1,2303,0,1
1,0,2303,0,1
0,0,2302,1,1
0,1,2304,0,1
1,0,2304,0,1
0,0,2303,1,1
0,1,2305,0,1
1,0,2305,0,1
0,0,2304,1,1
0,1,2306,0,1
1,0,2306,0,1
0,0,2305,1,1
0,1,2307,0,1
1,0,2307,0,1
0,0,2306,1,1
0,1,2308,0,1
1,0,2308,0,1
0,0,2307,1,1
0,1,2309,0,1
1,0,2309,0,1
0,0,2308,1,1
0,1,2310,0,1
1,0,2310,0,1
0,0,2309,1,1
0,1,2311,0,1
1,0,2311,0,1
0,0,2310,1,1
0,1,2312,0,1
1,0,2312,0,1
0,0,2311,1,1
0,1,2313,0,1
1,0,2313,0,1
0,0,2312,1,1
0,1,2314,0,1
1,0,2314,0,1
0,0,2313,1,1
0,1,2315,0,1
1,0,2315,0,1
0,0,2314,1,1
0,1,2316,0,1
1,0,2316,0,1
0,0,2315,1,1
0,1,2317,0,1
1,0,2317,0,1
0,0,2316,1,1
0,1,2318,0,1
1,0,2318,0,1
0,0,2317,1,1
0,1,2319,0,1
1,0,2319,0,1
0,0,2318,1,1
0,1,2320,0,1
1,0,2320,0,1
0,0,2319,1,1
0,1,2321,0,1
1,0,2321,0,1
0,0,2320,1,1
0,1,2322,0,1
1,0,2322,0,1
0,0,2321,1,1
0,1,2323,0,1
1,0,2323,0,1
0,0,2322,1,1
0,1,2324,0,1
1,0,2324,0,1
0,0,2323,1,1
0,1,2325,0,1
1,0,2325,0,1
0,0,2324,1,1
0,1,2326,0,1
1,0,2326,0,1
0,0,2325,1,1
0,1,2327,0,1
1,0,2327,0,1
0,0,2326,1,1
0,1,2328,0,1
1,0,2328,0,1
0,0,2327,1,1
0,1,2329,0,1
1,0,2329,0,1
0,0,2328,1,1
0,1,2330,0,1
1,0,2330,0,1
0,0,2329,1,1
0,1,2331,0,1
1,0,2331,0,1
0,0,2330,1,1
0,1,2332,0,1
1,0,2332,0,1
0,0,2331,1,1
0,1,2333,0,1
1,0,2333,0,1
0,0,2332,1,1
0,1,2334,0,1
1,0,2334,0,1
0,0,2333,1,1
0,1,2335,0,1
1,0,2335,0,1
0,0,2334,1,1
0,1,2336,0,1
1,0,2336,0,1
0,0,2335,1,1
0,1,2337,0,1
1,0,2337,0,1
0,0,2336,1,1
0,1,2338,0,1
1,0,2338,0,1
0,0,2337,1,1
0,1,2339,0,1
1,0,2339,0,1
0,0,2338,1,1
0,1,2340,0,1
1,0,2340,0,1
0,0,2339,1,1
0,1,2341,0,1
1,0,2341,0,1
0,0,2340,1,1
0,1,2342,0,1
1,0,2342,0,1
0,0,2341,1,1
0,1,2343,0,1
1,0,2343,0,1
0,0,2342,1,1
0,1,2344,0,1
1,0,2344,0,1
0,0,2343,1,1
0,1,2345,0,1
1,0,2345,0,1
0,0,2344,1,1
0,1,2346,0,1
1,0,2346,0,1
0,0,2345,1,1
0,1,2347,0,1
1,0,2347,0,1
0,0,2346,1,1
0,1,2348,0,1
1,0,2348,0,1
0,0,2347,1,1
0,1,2349,0,1
1,0,2349,0,1
0,0,2348,1,1
0,1,2350,0,1
1,0,2350,0,1
0,0,2349,1,1
0,1,2351,0,1
1,0,2351,0,1
0,0,2350,1,1
0,1,2352,0,1
1,0,2352,0,1
0,0,2351,1,1
0,1,2353,0,1
1,0,2353,0,1
0,0,2352,1,1
0,1,2354,0,1
1,0,2354,0,1
0,0,2353,1,1
0,1,2355,0,1
1,0,2355,0,1
0,0,2354,1,1
0,1,2356,0,1
1,0,2356,0,1
0,0,2355,1,1
0,1,2357,0,1
1,0,2357,0,1
0,0,2356,1,1
0,1,2358,0,1
1,0,2358,0,1
0,0,2357,1,1
0,1,2359,0,1
1,0,2359,0,1
0,0,2358,1,1
0,1,2360,0,1
1,0,2360,0,1
0,0,2359,1,1
0,1,2361,0,1
1,0,2361,0,1
0,0,2360,1,1
0,1,2362,0,1
1,0,2362,0,1
0,0,2361,1,1
0,1,2363,0,1
1,0,2363,0,1
0,0,2362,1,1
0,1,2364,0,1
1,0,2364,0,1
0,0,2363,1,1
0,1,2365,0,1
1,0,2365,0,1
0,0,2364,1,1
0,1,2366,0,1
1,0,2366,0,1
0,0,2365,1,1
0,1,2367,0,1
1,0,2367,0,1
0,0,2366,1,1
0,1,2368,0,1
1,0,2368,0,1
0,0,2367,1,1
0,1,2369,0,1
1,0,2369,0,1
0,0,2368,1,1
0,1,2370,0,1
1,0,2370,0,1
0,0,2369,1,1
0,1,2371,0,1
1,0,2371,0,1
0,0,2370,1,1
0,1,2372,0,1
1,0,2372,0,1
0,0,2371,1,1
0,1,2373,0,1
1,0,2373,0,1
0,0,2372,1,1
0,1,2374,0,1
1,0,2374,0,1
0,0,2373,1,1
0,1,2375,0,1
1,0,2375,0,1
0,0,2374,1,1
0,1,2376,0,1
1,0,2376,0,1
0,0,2375,1,1
0,1,2377,0,1
1,0,2377,0,1
0,0,2376,1,1
0,1,2378,0,1
1,0,2378,0,1
0,0,2377,1,1
0,1,2379,0,1
1,0,2379,0,1
0,0,2378,1,1
0,1,2380,0,1
1,0,2380,0,1
0,0,2379,1,1
0,1,2381,0,1
1,0,2381,0,1
0,0,2380,1,1
0,1,2382,0,1
1,0,2382,0,1
0,0,2381,1,1
0,1,2383,0,1
1,0,2383,0,1
0,0,2382,1,1
0,1,2384,0,1
1,0,2384,0,1
0,0,2383,1,1
0,1,2385,0,1
1,0,2385,0,1
0,0,2384,1,1
0,1,2386,0,1
1,0,2386,0,1
0,0,2385,1,1
0,1,2387,0,1
1,0,2387,0,1
0,0,2386,1,1
0,1,2388,0,1
1,0,2388,0,1
0,0,2387,1,1
0,1,2389,0,1
1,0,2389,0,1
0,0,2388,1,1
0,1,2390,0,1
1,0,2390,0,1
0,0,2389,1,1
0,1,2391,0,1
1,0,2391,0,1
0,0,2390,1,1
0,1,2392,0,1
1,0,2392,0,1
0,0,2391,1,1
0,1,2393,0,1
1,0,2393,0,1
0,0,2392,1,1
0,1,2394,0,1
1,0,2394,0,1
0,0,2393,1,1
0,1,2395,0,1
1,0,2395,0,1
0,0,2394,1,1
0,1,2396,0,1
1,0,2396,0,1
0,0,2395,1,1
0,1,2397,0,1
1,0,2397,0,1
0,0,2396,1,1
0,1,2398,0,1
1,0,2398,0,1
0,0,2397,1,1
0,1,2399,0,1
1,0,2399,0,1
0,0,2398,1,1
0,1,2400,0,1
1,0,2400,0,1
0,0,2399,1,1
0,1,2401,0,1
1,0,2401,0,1
0,0,2400,1,1
0,1,2402,0,1
1,0,2402,0,1
0,0,2401,1,1
0,1,2403,0,1
1,0,2403,0,1
0,0,2402,1,1
0,1,2404,0,1
1,0,2404,0,1
0,0,2403,1,1
0,1,2405,0,1
1,0,2405,0,1
0,0,2404,1,1
0,1,2406,0,1
1,0,2406,0,1
0,0,2405,1,1
0,1,2407,0,1
1,0,2407,0,1
0,0,2406,1,1
0,1,2408,0,1
1,0,2408,0,1
0,0,2407,1,1
0,1,2409,0,1
1,0,2409,0,1
0,0,2408,1,1
0,1,2410,0,1
1,0,2410,0,1
0,0,2409,1,1
0,1,2411,0,1
1,0,2411,0,1
0,0,2410,1,1
0,1,2412,0,1
1,0,2412,0,1
0,0,2411,1,1
0,1,2413,0,1
1,0,2413,0,1
0,0,2412,1,1
0,1,2414,0,1
1,0,2414,0,1
0,0,2413,1,1
0,1,2415,0,1
1,0,2415,0,1
0,0,2414,1,1
0,1,2416,0,1
1,0,2416,0,1
0,0,2415,1,1
0,1,2417,0,1
1,0,2417,0,1
0,0,2416,1,1
0,1,2418,0,1
1,0,2418,0,1
0,0,2417,1,1
0,1,2419,0,1
1,0,2419,0,1
0,0,2418,1,1
0,1,2420,0,1
1,0,2420,0,1
0,0,2419,1,1
0,1,2421,0,1
1,0,2421,0,1
0,0,2420,1,1
0,1,2422,0,1
1,0,2422,0,1
0,0,2421,1,1
0,1,2423,0,1
1,0,2423,0,1
0,0,2422,1,1
0,1,2424,0,1
1,0,2424,0,1
0,0,2423,1,1
0,1,2425,0,1
1,0,2425,0,1
0,0,2424,1,1
0,1,2426,0,1
1,0,2426,0,1
0,0,2425,1,1
0,1,2427,0,1
1,0,2427,0,1
0,0,2426,1,1
0,1,2428,0,1
1,0,2428,0,1
0,0,2427,1,1
0,1,2429,0,1
1,0,2429,0,1
0,0,2428,1,1
0,1,2430,0,1
1,0,2430,0,1
0,0,2429,1,1
0,1,2431,0,1
1,0,2431,0,1
0,0,2430,1,1
0,1,2432,0,1
1,0,2432,0,1
0,0,2431,1,1
0,1,2433,0,1
1,0,2433,0,1
0,0,2432,1,1
0,1,2434,0,1
1,0,2434,0,1
0,0,2433,1,1
0,1,2435,0,1
1,0,2435,0,1
0,0,2434,1,1
0,1,2436,0,1
1,0,2436,0,1
0,0,2435,1,1
0,1,2437,0,1
1,0,2437,0,1
0,0,2436,1,1
0,1,2438,0,1
1,0,2438,0,1
0,0,2437,1,1
0,1,2439,0,1
1,0,2439,0,1
0,0,2438,1,1
0,1,2440,0,1
1,0,2440,0,1
0,0,2439,1,1
0,1,2441,0,1
1,0,2441,0,1
0,0,2440,1,1
0,1,2442,0,1
1,0,2442,0,1
0,0,2441,1,1
0,1,2443,0,1
1,0,2443,0,1
0,0,2442,1,1
0,1,2444,0,1
1,0,2444,0,1
0,0,2443,1,1
0,1,2445,0,1
1,0,2445,0,1
0,0,2444,1,1
0,1,2446,0,1
1,0,2446,0,1
0,0,2445,1,1
0,1,2447,0,1
1,0,2447,0,1
0,0,2446,1,1
0,1,2448,0,1
1,0,2448,0,1
0,0,2447,1,1
0,1,2449,0,1
1,0,2449,0,1
0,0,2448,1,1
0,1,2450,0,1
1,0,2450,0,1
0,0,2449,1,1
0,1,2451,0,1
1,0,2451,0,1
0,0,2450,1,1
0,1,2452,0,1
1,0,2452,0,1
0,0,2451,1,1
0,1,2453,0,1
1,0,2453,0,1
0,0,2452,1,1
0,1,2454,0,1
1,0,2454,0,1
0,0,2453,1,1
0,1,2455,0,1
1,0,2455,0,1
0,0,2454,1,1
0,1,2456,0,1
1,0,2456,0,1
0,0,2455,1,1
0,1,2457,0,1
1,0,2457,0,1
0,0,2456,1,1
0,1,2458,0,1
1,0,2458,0,1
0,0,2457,1,1
0,1,2459,0,1
1,0,2459,0,1
0,0,2458,1,1
0,1,2460,0,1
1,0,2460,0,1
0,0,2459,1,1
0,1,2461,0,1
1,0,2461,0,1
0,0,2460,1,1
0,1,2462,0,1
1,0,2462,0,1
0,0,2461,1,1
0,1,2463,0,1
1,0,2463,0,1
0,0,2462,1,1
0,1,2464,0,1
1,0,2464,0,1
0,0,2463,1,1
0,1,2465,0,1
1,0,2465,0,1
0,0,2464,1,1
0,1,2466,0,1
1,0,2466,0,1
0,0,2465,1,1
0,1,2467,0,1
1,0,2467,0,1
0,0,2466,1,1
0,1,2468,0,1
1,0,2468,0,1
0,0,2467,1,1
0,1,2469,0,1
1,0,2469,0,1
0,0,2468,1,1
0,1,2470,0,1
1,0,2470,0,1
0,0,2469,1,1
0,1,2471,0,1
1,0,2471,0,1
0,0,2470,1,1
0,1,2472,0,1
1,0,2472,0,1
0,0,2471,1,1
0,1,2473,0,1
1,0,2473,0,1
0,0,2472,1,1
0,1,2474,0,1
1,0,2474,0,1
0,0,2473,1,1
0,1,2475,0,1
1,0,2475,0,1
0,0,2474,1,1
0,1,2476,0,1
1,0,2476,0,1
0,0,2475,1,1
0,1,2477,0,1
1,0,2477,0,1
0,0,2476,1,1
0,1,2478,0,1
1,0,2478,0,1
0,0,2477,1,1
0,1,2479,0,1
1,0,2479,0,1
0,0,2478,1,1
0,1,2480,0,1
1,0,2480,0,1
0,0,2479,1,1
0,1,2481,0,1
1,0,2481,0,1
0,0,2480,1,1
0,1,2482,0,1
1,0,2482,0,1
0,0,2481,1,1
0,1,2483,0,1
1,0,2483,0,1
0,0,2482,1,1
0,1,2484,0,1
1,0,2484,0,1
0,0,2483,1,1
0,1,2485,0,1
1,0,2485,0,1
0,0,2484,1,1
0,1,2486,0,1
1,0,2486,0,1
0,0,2485,1,1
0,1,2487,0,1
1,0,2487,0,1
0,0,2486,1,1
0,1,2488,0,1
1,0,2488,0,1
0,0,2487,1,1
0,1,2489,0,1
1,0,2489,0,1
0,0,2488,1,1
0,1,2490,0,1
1,0,2490,0,1
0,0,2489,1,1
0,1,2491,0,1
1,0,2491,0,1
0,0,2490,1,1
0,1,2492,0,1
1,0,2492,0,1
0,0,2491,1,1
0,1,2493,0,1
1,0,2493,0,1
0,0,2492,1,1
0,1,2494,0,1
1,0,2494,0,1
0,0,2493,1,1
0,1,2495,0,1
1,0,2495,0,1
0,0,2494,1,1
0,1,2496,0,1
1,0,2496,0,1
0,0,2495,1,1
0,1,2497,0,1
1,0,2497,0,1
0,0,2496,1,1
0,1,2498,0,1
1,0,2498,0,1
0,0,2497,1,1
0,1,2499,0,1
1,0,2499,0,1
0,0,2498,1,1
0,1,2500,0,1
1,0,2500,0,1
0,0,2499,1,1
0,1,2501,0,1
1,0,2501,0,1
0,0,2500,1,1
0,1,2502,0,1
1,0,2502,0,1
0,0,2501,1,1
0,1,2503,0,1
1,0,2503,0,1
0,0,2502,1,1
0,1,2504,0,1
1,0,2504,0,1
0,0,2503,1,1
0,1,2505,0,1
1,0,2505,0,1
0,0,2504,1,1
0,1,2506,0,1
1,0,2506,0,1
0,0,2505,1,1
0,1,2507,0,1
1,0,2507,0,1
0,0,2506,1,1
0,1,2508,0,1
1,0,2508,0,1
0,0,2507,1,1
0,1,2509,0,1
1,0,2509,0,1
0,0,2508,1,1
0,1,2510,0,1
1,0,2510,0,1
0,0,2509,1,1
0,1,2511,0,1
1,0,2511,0,1
0,0,2510,1,1
0,1,2512,0,1
1,0,2512,0,1
0,0,2511,1,1
0,1,2513,0,1
1,0,2513,0,1
0,0,2512,1,1
0,1,2514,0,1
1,0,2514,0,1
0,0,2513,1,1
0,1,2515,0,1
1,0,2515,0,1
0,0,2514,1,1
0,1,2516,0,1
1,0,2516,0,1
0,0,2515,1,1
0,1,2517,0,1
1,0,2517,0,1
0,0,2516,1,1
0,1,2518,0,1
1,0,2518,0,1
0,0,2517,1,1
0,1,2519,0,1
1,0,2519,0,1
0,0,2518,1,1
0,1,2520,0,1
1,0,2520,0,1
0,0,2519,1,1
0,1,2521,0,1
1,0,2521,0,1
0,0,2520,1,1
0,1,2522,0,1
1,0,2522,0,1
0,0,2521,1,1
0,1,2523,0,1
1,0,2523,0,1
0,0,2522,1,1
0,1,2524,0,1
1,0,2524,0,1
0,0,2523,1,1
0,1,2525,0,1
1,0,2525,0,1
0,0,2524,1,1
0,1,2526,0,1
1,0,2526,0,1
0,0,2525,1,1
0,1,2527,0,1
