p1,p2,p3,p4,label
1858,429,3322,901,0
1121,3271,1074,1976,0
1703,2896,2647,667,0
1730,300,2689,2926,0
3103,3311,354,435,0
53,775,244,542,0
1638,1815,1457,3244,0
2704,820,2932,292,0
1314,365,2499,2184,0
2032,1913,2742,426,0
364,2204,801,851,0
1082,932,767,2962,0
64,870,1565,1520,0
252,2080,1996,9,0
982,2227,1674,1561,0
276,1961,780,3241,0
421,2873,684,1729,0
1625,764,2907,3105,0
77,441,950,90,0
1330,1220,246,1762,0
150,1603,2982,2577,0
1185,1208,1166,409,0
1793,3233,2672,3305,0
129,1405,1876,3198,0
1921,1927,2024,2358,0
1872,2546,2311,54,0
1895,1607,2218,804,0
2596,1403,2708,1917,0
2375,1160,148,1710,0
2839,2687,2346,239,0
2597,532,914,3223,0
199,2750,793,3039,0
1155,1058,1002,1965,0
254,40,2870,284,0
302,3256,2990,331,0
2146,3130,903,133,0
2803,1305,2173,1323,0
1721,1381,1451,2249,0
1207,790,1541,32,0
2713,1402,1893,1707,0
2931,3087,2815,2000,0
2139,2113,904,1000,0
2540,3070,491,885,0
2758,2579,3238,306,0
1255,1432,557,2030,0
1507,2014,359,1568,0
1427,1263,586,819,0
830,3039,1661,1459,0
934,1785,1191,3077,0
3243,1829,2582,2648,0
564,1102,2204,504,0
1110,647,2195,2624,0
3127,309,2941,362,0
1993,2168,89,1491,0
2379,478,2112,384,0
84,2869,817,3088,0
2738,2955,1295,1994,0
1866,2843,2002,1789,0
2285,2167,637,1731,0
1754,945,2777,150,0
1005,132,284,2879,0
203,359,1730,971,0
489,2149,3198,1118,0
1168,2069,1081,947,0
394,243,1618,296,0
2368,174,2535,2018,0
2596,249,1702,3301,0
433,802,2335,313,0
2119,531,2845,2019,0
2884,1649,2041,598,0
2115,1312,2804,1690,0
1274,1458,2601,1719,0
1430,765,2525,858,0
2930,2463,1612,341,0
2410,3195,938,1935,0
1964,2694,3160,2231,0
2202,1178,2503,2462,0
546,1230,3062,3279,0
2322,843,2098,148,0
542,2917,1384,1591,0
2594,1285,2706,3059,0
1162,1560,2949,1849,0
613,942,1749,3130,0
561,1352,2085,2336,0
3329,3308,1492,1162,0
1146,416,2890,1529,0
3076,903,1293,2963,0
2218,1528,1085,424,0
655,1965,167,886,0
2548,64,619,1087,0
2066,1616,3184,682,0
348,3019,1803,2310,0
330,2979,1797,315,0
3121,1592,2946,2737,0
1274,240,351,104,0
2943,669,1875,139,0
672,482,1189,3030,0
1712,2862,2288,1044,0
2351,245,90,2371,0
2352,2521,2889,2889,0
1809,2315,2631,1272,0
1026,1674,439,543,0
2525,2470,948,3219,0
759,1849,1526,3024,0
1532,3189,183,2310,0
2638,2872,2315,1611,0
654,3088,318,2385,0
2851,2620,2008,1774,0
1395,413,2655,2621,0
2338,1472,271,2111,0
3246,534,1603,2522,0
1164,223,2469,758,0
713,1830,1829,2492,0
2522,1819,1762,1883,0
811,2365,1028,186,0
2469,981,1936,1595,0
690,2404,2286,1443,0
1207,2689,2730,1703,0
2729,135,1716,2456,0
2228,3258,2095,298,0
1236,2912,798,558,0
257,238,1180,2463,0
1681,675,826,1873,0
181,1802,2740,2274,0
903,3279,2398,1297,0
1416,3108,2198,2554,0
1259,1356,3233,38,0
2796,766,3106,1314,0
2631,958,1040,2537,0
460,3213,718,2006,0
1390,2296,1666,2768,0
1192,2308,1881,1399,0
2288,942,1638,233,0
1059,1936,234,2963,0
712,3332,1022,2800,0
1854,2175,2426,952,0
1662,2214,1713,1402,0
163,1398,2133,1601,0
2559,2702,563,633,0
952,107,27,1255,0
1274,2701,3300,1723,0
1959,2149,122,97,0
1101,2925,2480,925,0
2250,1455,1577,2612,0
2202,3243,3316,2706,0
3317,317,670,2942,0
2356,2705,1155,2292,0
1187,367,3244,2262,0
1278,152,1867,3332,0
2889,1236,997,2404,0
2067,2113,3315,1379,0
1876,2908,2154,663,0
582,727,3101,770,0
301,1800,3305,1174,0
1192,2165,852,2466,0
2651,1846,1980,3111,0
2354,2121,837,1908,0
3169,511,603,1333,0
1838,889,2445,268,0
327,2335,844,2168,0
789,293,186,2024,0
732,1066,981,1779,0
1463,2066,1970,58,0
2591,1442,2781,2544,0
690,2663,336,988,0
1833,3323,2505,2154,0
17,2467,2431,1481,0
3047,944,24,1292,0
402,1742,315,1203,0
854,405,240,1895,0
2475,2087,3098,1018,0
2680,3266,472,323,0
2351,3329,2420,2946,0
2178,1104,1549,1260,0
3226,591,2394,1597,0
3122,1010,105,1237,0
226,1842,704,3070,0
2266,916,1743,162,0
839,2893,1485,2480,0
136,370,2443,2467,0
193,2689,899,490,0
528,1852,3263,1239,0
1464,812,115,750,0
2238,529,2044,814,0
2709,2674,630,263,0
1287,3090,3070,148,0
1133,501,1125,672,0
2465,890,2996,600,0
765,1427,3121,1210,0
2057,2941,1413,2178,0
2305,3054,1228,3007,0
1713,2481,2537,1721,0
2986,1503,1396,651,0
2353,1983,1327,2962,0
1484,2153,2438,2852,0
1206,965,657,1707,0
1825,1917,1481,2555,0
1278,211,2837,1405,0
2501,721,3170,3065,0
1278,2267,221,1293,0
822,2528,2983,1994,0
1603,1456,1620,1214,0
814,3162,3159,1636,0
2111,1677,1551,2641,0
842,916,1152,2217,0
2752,2841,3320,2087,0
2193,403,1396,3216,0
765,3247,501,2149,0
2453,281,2240,2912,0
984,2630,3293,3057,0
989,859,1194,3179,0
1578,2368,277,1304,0
2878,2393,832,1718,0
2046,2603,2550,1051,0
2442,1965,1974,3054,0
3262,775,3250,2308,0
423,2178,2861,308,0
1885,2934,1274,1252,0
2885,319,2731,2739,0
2932,1367,990,822,0
1231,1494,2561,928,0
1376,57,1940,1809,0
2281,2340,2658,1363,0
3186,1727,1569,114,0
182,2468,1400,1624,0
1750,3322,62,3255,0
210,473,1368,20,0
3226,1101,2345,163,0
327,682,3040,1364,0
198,682,320,188,0
1408,2680,773,560,0
48,2459,2768,1953,0
721,1382,2490,1271,0
2401,2540,1501,3319,0
2883,1966,2181,3127,0
1873,1686,1416,2809,0
117,2430,1789,3004,0
2510,2255,1202,395,0
3055,2243,2848,3171,0
479,614,297,609,0
1906,1282,152,1244,0
3121,2930,3133,2464,0
1958,553,1521,46,0
393,1856,1609,2553,0
1246,1924,1286,1997,0
2935,1188,353,1731,0
1192,2750,2532,2305,0
2941,428,894,554,0
372,1320,2203,1548,0
1025,1993,2815,1416,0
1037,408,1378,2198,0
2150,2271,1074,1359,0
3082,2999,598,3060,0
229,3203,3004,1588,0
985,2814,1345,192,0
2793,1729,2597,2409,0
3086,1763,2584,687,0
134,770,1435,590,0
1919,2072,1878,1164,0
1297,1434,385,1309,0
1586,1726,2055,1056,0
3057,1949,3159,3048,0
1016,2417,1649,2424,0
3323,2109,2454,433,0
3233,544,613,2277,0
700,1195,2721,2073,0
1055,3044,1795,726,0
1306,2072,2813,2830,0
1171,1708,1467,480,0
1327,628,3314,3268,0
2639,922,1152,3236,0
31,2288,939,2640,0
490,784,383,1051,0
211,1942,38,46,0
3312,805,1458,2412,0
2805,871,3276,422,0
1532,2734,58,1223,0
1635,2271,641,1854,0
101,1974,1595,1980,0
2957,599,722,683,0
612,2098,3163,304,0
415,2481,1833,3070,0
1247,829,3236,2291,0
3241,1333,519,505,0
1463,3188,2682,1152,0
1185,2107,342,1473,0
2756,1257,1552,2272,0
1394,2856,2915,742,0
2493,204,3174,3219,0
684,3238,2062,620,0
1877,1826,72,3054,0
894,1000,1034,3276,0
2899,945,2066,413,0
165,485,1407,669,0
1148,1459,865,578,0
3310,2924,2984,1192,0
869,2719,2656,3169,0
1007,574,94,2517,0
587,2215,916,702,0
200,2918,3019,293,0
2306,631,1473,273,0
1921,1320,2650,3275,0
2812,2757,2347,1602,0
2771,3290,1791,2350,0
738,3221,1516,2451,0
2799,1458,1622,1006,0
416,2917,1,537,0
2726,1486,3040,1495,0
2996,2518,1931,134,0
3269,2160,275,1395,0
2440,2676,736,1520,0
2805,1115,2327,827,0
1475,791,683,1817,0
1701,846,2929,1086,0
1136,2336,3122,2393,0
1449,94,2528,2207,0
1903,1838,3026,3054,0
1061,2031,1856,2566,0
785,3288,1631,1534,0
2809,1601,1104,2199,0
2047,13,2470,2879,0
2727,2724,868,2401,0
3035,514,1212,1693,0
77,1897,3229,2354,0
1439,2272,2091,1936,0
1918,267,465,2181,0
332,2445,2569,3090,0
515,1566,473,2534,0
2217,1266,1600,2786,0
1165,3253,752,2062,0
1309,1915,756,1994,0
2338,3104,3238,2771,0
1143,2638,1849,2986,0
2300,2343,976,2918,0
2234,2871,2778,1941,0
3110,854,2429,1833,0
1959,2230,2780,2734,0
2644,2444,469,2798,0
2800,2635,901,502,0
1949,121,2446,2880,0
1513,1864,1139,143,0
1024,2270,494,884,0
1290,392,3207,1038,0
2849,3050,1541,17,0
1813,324,246,1164,0
1961,1609,1500,438,0
2635,1723,1161,252,0
1659,1403,702,919,0
190,459,1895,2749,0
1555,2454,216,2720,0
1213,577,1141,560,0
1799,3094,1078,3145,0
2019,1164,1425,1246,0
2001,2455,2418,2610,0
2071,2546,1850,1100,0
898,437,1289,708,0
305,2927,1198,290,0
3073,1067,2444,963,0
358,142,2319,537,0
163,1120,2117,2989,0
3177,1754,2722,1855,0
706,398,511,1080,0
842,2163,960,2543,0
1502,297,1143,625,0
280,1272,2041,1879,0
215,1637,2092,3003,0
2434,2650,1164,262,0
26,2859,938,257,0
326,143,2097,1396,0
1316,1542,517,1879,0
68,366,3164,2563,0
961,427,1894,489,0
363,212,145,3156,0
2043,1933,28,2594,0
962,2408,2042,121,0
1676,770,1162,3220,0
1891,445,496,565,0
2444,622,2146,1663,0
353,3207,2095,2211,0
2111,2052,1981,995,0
1092,596,2373,15,0
2335,1296,2385,3251,0
3106,2165,2194,780,0
388,612,2364,71,0
1202,2104,1348,2619,0
1732,246,194,2407,0
2488,1665,1189,1467,0
1949,1103,2115,495,0
420,2898,360,2883,0
916,1529,872,3193,0
1858,2395,2210,528,0
2020,3330,2487,1355,0
2936,103,1611,2610,0
1396,2937,1090,843,0
928,58,579,1251,0
2748,813,3109,1100,0
2402,1004,1863,1257,0
834,1120,377,2379,0
3050,3249,3172,1295,0
1934,1077,2619,365,0
2629,418,418,807,0
2849,157,78,1373,0
2232,1326,2995,2272,0
1986,2433,1229,2743,0
892,1184,145,3221,0
35,2298,411,2324,0
996,1788,2644,832,0
1508,300,1225,1488,0
2780,3264,2155,3232,0
1257,1483,296,2128,0
780,630,2387,1687,0
2008,2509,26,2349,0
392,487,2819,1103,0
441,97,972,1363,0
28,2042,163,1254,0
1823,1643,1630,1377,0
1143,785,628,903,0
940,2785,2895,138,0
1132,915,2539,1756,0
2228,3054,322,78,0
575,3195,524,2682,0
1132,1194,1503,3150,0
2357,723,3177,280,0
1558,213,1435,1605,0
2116,2045,2038,3293,0
2954,880,62,270,0
1270,926,1713,2184,0
1635,1177,2930,2514,0
2590,534,1469,2963,0
1393,977,1653,1341,0
781,1619,944,53,0
2963,757,2107,1878,0
51,2693,3150,448,0
1359,803,906,3279,0
1863,2730,115,755,0
1319,2899,781,3262,0
1309,2683,3143,163,0
529,3183,3051,1940,0
2659,1006,1882,3218,0
1002,2516,2411,467,0
562,1283,3303,3085,0
1302,1257,2927,491,0
854,1535,3212,819,0
628,3150,2826,1304,0
1155,1140,1082,115,0
1597,1883,511,1444,0
1897,1182,2650,2548,0
1023,623,1207,1603,0
1960,510,1035,117,0
2145,2765,2143,1178,0
1553,2440,1837,3090,0
1013,1059,3306,2319,0
1614,2048,1786,1998,0
850,850,3240,623,0
3075,2892,2029,746,0
2549,2616,39,2437,0
1009,1627,329,1672,0
2041,3108,3160,318,0
824,2821,2872,797,0
846,1607,822,981,0
2906,3258,2235,3112,0
2709,491,2452,1456,0
2212,511,1155,2439,0
739,508,3192,1224,0
471,3005,1246,1489,0
724,512,1790,1190,0
928,2166,2506,428,0
1897,2165,716,2341,0
820,1429,1912,1955,0
182,1511,2697,1362,0
2806,434,656,39,0
2166,2334,247,1234,0
3327,1468,1610,2459,0
1473,2804,1141,522,0
2938,1256,1712,447,0
1564,2273,3182,838,0
2054,2125,3050,598,0
1678,2560,919,978,0
2076,231,595,1681,0
2057,1426,2872,1433,0
1462,2558,1550,427,0
3295,2237,325,84,0
1374,283,2648,2986,0
2963,1303,2915,2395,0
523,2771,1917,2709,0
3306,1509,1716,2212,0
1261,371,2109,1878,0
1088,728,2852,845,0
2957,3158,627,260,0
1549,2062,3106,386,0
2864,2659,3171,100,0
1009,1076,499,523,0
12,3312,418,718,0
724,1318,3203,2130,0
2876,507,119,2611,0
1409,2780,40,2970,0
3169,2603,23,1038,0
363,1112,3293,3274,0
1770,2650,1364,2515,0
970,2687,312,843,0
1166,975,2438,1565,0
2629,252,1037,148,0
1989,150,2748,3002,0
1601,2939,2159,679,0
1095,883,2932,2824,0
2682,211,3220,1599,0
2150,1841,1060,1475,0
3176,3253,2096,1595,0
3007,1287,946,2453,0
300,1724,1103,2891,0
3307,2474,2353,1399,0
1154,2900,1132,2976,0
1468,2658,887,1018,0
1414,9,58,2594,0
602,2184,427,1322,0
1384,1074,1278,2273,0
1338,304,3131,700,0
1781,41,1395,1759,0
1037,2426,2217,3264,0
2951,2877,2254,2602,0
74,530,1016,2308,0
2190,469,1010,1096,0
995,1252,3026,496,0
3330,2342,401,1985,0
2250,1332,1080,116,0
580,321,996,982,0
1071,2695,1213,2607,0
1705,934,2783,1872,0
324,2899,2606,2898,0
98,1630,2689,746,0
2648,1933,2388,157,0
659,3201,532,3194,0
2775,1377,2931,691,0
200,1991,1255,2439,0
597,1731,2071,2169,0
3257,3056,814,245,0
1657,2074,623,163,0
2234,1564,3304,966,0
1067,133,2679,2980,0
1306,2842,483,2545,0
1510,526,410,1437,0
1159,897,1225,1838,0
702,404,1325,1157,0
1582,1360,2468,2026,0
1901,2518,1035,2877,0
470,790,2195,3181,0
1685,2338,2814,3238,0
2429,2447,3295,1285,0
1689,1481,2709,781,0
2498,1758,2434,2364,0
1689,2489,114,1343,0
823,176,3212,1874,0
1314,1211,2086,3069,0
1360,3024,336,989,0
1635,557,707,1639,0
1539,981,1152,760,0
2165,2481,2816,799,0
1249,658,73,1630,0
1244,1257,1959,1649,0
3030,2610,387,989,0
1704,2880,936,1733,0
1428,2925,305,1348,0
1425,2710,3,378,0
2849,2384,347,2818,0
2096,2998,442,3044,0
2888,1563,1385,254,0
1761,362,1658,1194,0
614,804,2715,379,0
1943,2060,2694,141,0
1209,1410,2706,1606,0
2737,583,2001,2777,0
287,551,1472,76,0
1747,1542,1350,2828,0
1348,1036,1959,2409,0
1051,51,1538,3207,0
1855,2098,2659,1437,0
943,2508,2990,1578,0
2293,140,2082,514,0
2252,646,1715,2055,0
368,3233,1863,906,0
2381,506,2279,2867,0
2663,2473,853,545,0
1756,2841,1915,1624,0
855,699,3016,2786,0
89,2979,577,221,0
2577,154,1915,1476,0
2506,2155,451,2872,0
1722,1953,2993,422,0
1471,960,1005,3231,0
2918,256,1367,987,0
2984,171,681,2149,0
1069,1153,1137,3285,0
577,1189,2726,1954,0
2459,2357,2746,2816,0
321,2435,993,2120,0
3258,359,2378,2594,0
1821,1832,734,751,0
3191,1896,2376,2342,0
2394,2947,923,3295,0
236,656,961,1729,0
815,2190,265,1258,0
390,334,1954,92,0
680,921,2939,1391,0
1239,93,899,2708,0
2444,3295,2564,600,0
3014,3258,2729,482,0
3195,2467,2596,1815,0
2374,2915,1130,2567,0
1503,259,2153,2758,0
1708,1973,3314,1782,0
2510,2523,1556,210,0
2710,1970,3271,428,0
385,1512,1732,948,0
305,1866,2851,1069,0
1595,2386,3001,1373,0
1534,3269,2499,1274,0
2935,2514,2012,1429,0
3056,1629,315,350,0
1068,807,1839,387,0
393,542,2919,3103,0
244,1247,3048,140,0
245,3143,3204,220,0
767,3264,983,2869,0
2009,2813,2349,2442,0
2595,3023,2684,1614,0
2885,2405,1068,1259,0
3123,1726,121,2328,0
1214,1013,2420,235,0
2198,2192,126,1246,0
3034,1900,713,754,0
1503,2737,2095,2634,0
1535,1952,3083,3119,0
2757,2457,635,366,0
1091,3014,2665,3331,0
2699,27,3101,2317,0
2411,2071,1467,2333,0
2786,1605,2177,775,0
1128,1274,41,1854,0
1558,2075,1919,2753,0
2329,140,1559,2063,0
2247,3021,433,1283,0
2120,3332,499,528,0
2626,2161,2494,1143,0
2853,48,966,1043,0
1377,2190,2738,1813,0
3283,3049,2517,2225,0
451,2111,179,189,0
2688,452,1571,437,0
2994,2482,3082,273,0
1892,908,978,1401,0
719,1079,1119,1665,0
445,2976,67,1406,0
3199,1779,2637,2001,0
762,1697,2658,2665,0
1582,1985,1581,2961,0
422,441,2476,1224,0
702,3268,1725,3019,0
1657,1585,261,2445,0
1208,2103,1842,1743,0
1317,1903,740,2840,0
1544,2518,1911,1209,0
464,781,3190,900,0
1716,1450,2620,2414,0
784,2435,2697,3080,0
136,1783,3022,1244,0
2008,2266,150,1367,0
2573,714,1264,2542,0
2449,2324,575,746,0
473,864,1832,440,0
2489,264,1945,2063,0
170,2066,3079,1116,0
2272,2573,3236,2856,0
1890,1315,3306,2890,0
3138,622,2747,196,0
2653,1916,1587,1228,0
3139,1460,522,1960,0
921,2649,2535,2102,0
2611,1127,1773,3045,0
348,1287,582,2365,0
837,3257,84,2787,0
2404,2055,1965,3172,0
2644,2189,2312,2810,0
10,2441,1700,1610,0
3080,1,807,611,0
1057,2333,2457,3107,0
1920,2922,3170,987,0
1587,2572,301,2810,0
3010,41,1233,2380,0
125,313,371,3042,0
595,2105,2161,2021,0
2593,2537,2486,1038,0
2764,2904,229,3190,0
625,2911,1300,2881,0
1384,2038,2282,658,0
709,1218,2533,3203,0
2125,565,35,1616,0
3020,2899,771,1483,0
1647,516,1337,2156,0
2911,233,966,3319,0
2036,862,2355,958,0
1239,2997,1570,1349,0
526,2787,2023,2884,0
2869,1962,2702,273,0
533,2115,2450,2973,0
1302,2295,1938,1722,0
2123,589,1823,833,0
2560,288,1838,3155,0
947,2537,2064,639,0
1380,1751,441,1415,0
2911,2504,1709,1667,0
828,2032,1581,646,0
3198,480,2527,2540,0
144,3187,2601,2460,0
831,1976,885,1533,0
2175,3074,23,2938,0
1360,1430,3031,1440,0
897,2175,81,1825,0
3207,1673,388,1464,0
1091,700,2336,314,0
632,367,162,2368,0
1233,807,3116,195,0
146,73,2675,1550,0
2933,286,420,2063,0
1323,1779,1762,621,0
2510,2305,1683,2908,0
1755,1047,1567,1241,0
1240,1401,2914,1503,0
2760,3244,2849,2533,0
2361,1003,66,1456,0
896,3061,1211,582,0
2526,2407,1241,2528,0
3047,3101,1300,2683,0
1020,422,2333,1483,0
448,2900,1156,1679,0
2043,2788,2856,716,0
2563,2923,532,3054,0
569,1383,1370,3129,0
756,990,2936,2158,0
3257,2769,3149,2185,0
1010,2765,1846,1738,0
2327,579,2236,1374,0
76,917,2297,1764,0
2922,2668,3223,1119,0
1419,1659,2339,1781,0
1523,2509,2101,1562,0
871,3224,2410,3050,0
1657,846,690,1866,0
648,834,2248,1217,0
272,3105,2670,1278,0
404,2662,1007,3255,0
156,1671,716,3103,0
102,3271,296,2570,0
2935,1559,2785,1004,0
39,3135,1990,2675,0
1454,1954,3269,1186,0
2846,2934,2240,661,0
1893,2077,1431,753,0
1199,1651,1138,835,0
2078,3049,1223,1793,0
2121,1569,1856,2092,0
1560,564,2233,2430,0
262,1222,1205,2080,0
3117,2490,3158,2213,0
1322,169,218,624,0
2606,680,880,2366,0
618,2723,1601,2109,0
2911,679,1058,1781,0
498,2390,2005,2720,0
1532,479,1546,2138,0
2856,3201,2444,696,0
1549,1571,2128,635,0
2976,2360,2662,2575,0
785,1187,1474,3124,0
1487,1170,1653,2016,0
958,2607,276,321,0
1445,1021,1730,114,0
739,3096,422,644,0
610,2756,1806,420,0
3331,1017,2799,1993,0
2700,1631,3287,832,0
649,1847,1273,1681,0
1066,1784,122,1954,0
3317,740,3091,1093,0
3145,322,2289,462,0
968,2942,395,1795,0
403,438,47,1403,0
1505,2567,2022,2385,0
3009,1623,2709,146,0
727,893,2514,684,0
2591,2206,804,1789,0
2891,2217,3182,1353,0
2787,1034,1353,1337,0
66,292,91,1163,0
1572,2281,541,22,0
370,2558,1812,516,0
2133,1833,1881,2768,0
1957,1270,710,716,0
2156,2178,2719,2719,0
1070,2278,3130,20,0
1647,3040,1211,1949,0
2723,2693,1916,2883,0
247,2731,3040,690,0
2711,3195,1675,1539,0
1881,2578,2575,66,0
1958,3208,2740,1473,0
326,1348,526,218,0
484,152,464,1042,0
2330,2545,187,284,0
2647,2034,1635,825,0
1743,1053,214,992,0
433,1022,2866,751,0
2233,2117,1840,2366,0
1529,2628,1576,1288,0
1979,1082,267,361,0
2862,1955,2825,554,0
3187,2440,349,1601,0
1838,596,2885,3180,0
1399,505,2832,1668,0
320,1916,2758,2273,0
1647,191,2027,1158,0
1233,1524,507,287,0
679,3332,2390,124,0
127,609,1236,1404,0
2051,65,479,3223,0
784,186,2633,1722,0
337,2958,57,1441,0
712,224,711,304,0
2184,1323,439,2509,0
461,1679,2737,1963,0
801,941,1641,493,0
1230,3311,965,2111,0
100,344,1549,3188,0
2350,651,2185,1011,0
963,1549,349,1880,0
608,915,394,72,0
1645,2216,2704,2378,0
1235,1829,1611,98,0
145,3015,1471,1839,0
1285,1411,2238,997,0
1820,3207,1199,729,0
2847,1018,32,107,0
2978,2717,3134,1247,0
2113,604,1171,1381,0
596,1007,720,427,0
2970,2521,2975,2991,0
1120,3079,3084,1743,0
3307,511,1312,3054,0
47,1474,1632,870,0
2727,2179,3159,3047,0
2880,2020,1931,1644,0
2784,912,320,1742,0
293,243,510,183,0
1889,2042,2685,952,0
876,1850,2212,2388,0
3001,492,3256,925,0
3020,2593,2532,2135,0
2118,318,2991,2032,0
1750,194,2668,3243,0
557,2033,515,1210,0
2633,3119,2220,2079,0
1410,606,2272,1326,0
1492,2011,121,3199,0
113,1478,3183,435,0
3161,1639,18,1045,0
2532,3190,784,2620,0
1475,2635,2508,24,0
2098,1270,68,1632,0
3098,1239,800,1251,0
2015,2572,2054,2538,0
361,300,2132,3062,0
3206,2218,408,2646,0
864,3236,2185,2499,0
2195,103,3143,1701,0
2863,3117,1446,3257,0
1045,2145,2715,3271,0
2399,1244,2700,2292,0
934,1203,2470,2159,0
2400,333,425,2646,0
477,2168,2616,902,0
604,493,1576,529,0
2292,1926,1457,2685,0
1790,881,1560,2861,0
1993,1081,778,1893,0
1246,1989,388,2673,0
1018,1652,25,2434,0
219,123,28,3057,0
860,214,2719,915,0
1779,1132,2098,537,0
2920,3008,1948,676,0
2326,1157,472,1492,0
2300,3262,380,1671,0
2813,2851,2680,2458,0
1448,407,516,1903,0
2258,1621,304,1323,0
936,1008,79,1495,0
3109,1063,629,2758,0
3107,360,1579,2508,0
870,1880,1689,83,0
16,1570,2367,1058,0
994,617,360,1748,0
2005,2315,692,2543,0
3114,504,281,648,0
894,470,1874,1300,0
1347,922,1876,563,0
761,833,2427,1735,0
3305,1100,2301,2314,0
2520,2842,3009,1585,0
16,1905,2176,2255,0
2395,646,2566,1442,0
2757,2243,3220,345,0
1559,2426,1121,185,0
2175,1337,2514,2076,0
299,2365,2970,3083,0
3074,2667,1283,2551,0
1137,720,1748,1676,0
2334,87,531,608,0
2478,1502,2308,150,0
450,2845,1930,2444,0
2794,1822,2511,2887,0
1108,331,2402,1300,0
1151,1231,1671,1853,0
1069,2620,2804,3075,0
2142,1368,3173,3045,0
2680,7,61,2905,0
3234,2566,2983,1649,0
3188,901,1619,2895,0
2845,3102,627,2755,0
3089,3186,202,1717,0
2784,1966,1025,1246,0
3073,1479,1948,1770,0
2221,221,2354,2918,0
1372,2590,2269,703,0
66,17,1724,2845,0
2394,1661,1585,1710,0
833,2630,384,1403,0
1627,2901,1477,3162,0
437,1817,2376,1667,0
358,1771,3023,640,0
2430,1183,2691,2784,0
2558,130,2687,766,0
104,1925,1778,1708,0
2234,1100,2228,2443,0
161,2116,12,1894,0
3112,2187,3179,1739,0
2132,1515,1403,1584,0
1501,203,362,2985,0
2404,3306,2429,1392,0
1772,1801,527,3086,0
2943,3316,1409,1264,0
2821,179,146,1873,0
2442,10,964,450,0
2850,1915,3269,1063,0
2471,1149,726,492,0
1472,2223,699,2141,0
2933,1297,1194,273,0
1352,1058,1854,1943,0
3326,2935,3293,1571,0
3199,2438,2369,1409,0
2903,2750,1822,2437,0
1288,959,2574,2064,0
3083,934,1268,528,0
3250,1961,2350,2647,0
1191,2162,804,1780,0
2385,1025,2664,802,0
284,3048,3302,2088,0
516,2953,970,489,0
1176,2595,527,1029,0
2372,2247,2894,542,0
644,187,1398,2636,0
1134,1425,1158,2370,0
221,2159,2531,3012,0
2939,3027,516,1714,0
649,1416,787,18,0
1725,2392,2256,1049,0
2966,2897,2396,1078,0
327,2975,3033,1572,0
66,397,1904,1238,0
2478,837,2467,310,0
65,2697,2312,2468,0
2802,1191,279,3141,0
2328,1845,2185,1819,0
888,794,2732,2309,0
1290,2835,1530,2261,0
806,1101,1849,1977,0
890,2747,3295,1531,0
1674,626,517,136,0
1823,2713,161,2208,0
1377,645,1150,3135,0
3316,607,1782,1732,0
2917,1576,1551,900,0
191,3073,2824,2537,0
2140,1662,1168,1094,0
2668,2041,2609,2949,0
1596,877,1658,1779,0
2443,1739,2900,354,0
2035,1648,571,1822,0
2247,739,1426,3070,0
666,2710,2980,3048,0
3218,2525,2944,3041,0
2473,822,1586,514,0
2465,2708,3271,2704,0
487,368,1272,1864,0
2396,1445,1392,1920,0
917,2885,2812,102,0
1458,978,1913,1784,0
1555,2043,1368,1556,0
785,2857,1244,1794,0
2099,2560,2347,640,0
2747,3202,1658,2387,0
1347,1887,1242,2662,0
1966,2216,516,654,0
2458,905,770,772,0
1212,2624,1820,694,0
1549,843,1323,2115,0
136,1663,1758,2704,0
377,2800,3166,2807,0
1972,2824,2802,806,0
2902,1360,3111,1744,0
3133,1987,791,2351,0
385,2066,1340,2637,0
1695,3321,1191,1082,0
2619,2153,2421,191,0
2187,2866,1582,2820,0
2061,964,2058,3196,0
1731,999,552,2632,0
992,2319,2501,840,0
1182,1115,1525,1681,0
635,228,2144,1437,0
3253,1667,1027,1074,0
695,2287,1978,5,0
868,2964,2249,1784,0
3069,2022,1109,28,0
2557,522,2721,1348,0
897,1076,1753,1090,0
3271,963,2313,831,0
3237,327,1023,2681,0
2370,1663,2258,2440,0
1449,849,620,296,0
2712,901,1631,2128,0
3257,1387,2124,14,0
2953,1486,993,2744,0
1158,865,1147,1693,0
688,2494,3218,2545,0
2011,2519,381,2852,0
2460,2790,321,2008,0
388,2888,384,1139,0
481,921,2752,1114,0
641,1710,1403,1826,0
3145,2436,3160,2245,0
2814,3251,896,997,0
870,1491,777,3103,0
1202,412,2867,339,0
371,2508,2465,1608,0
2516,960,2413,2325,0
2511,31,2473,1547,0
578,2944,1325,651,0
697,2309,116,166,0
2304,2583,328,1074,0
1071,1707,1588,850,0
79,1671,1462,2987,0
2942,2316,1899,824,0
2587,819,251,1443,0
2485,554,2549,2431,0
775,3092,801,208,0
711,3026,2832,638,0
127,3137,231,552,0
691,2378,485,895,0
978,1809,529,2233,0
1530,1036,1532,3174,0
3333,2900,1373,149,0
1721,3050,2080,926,0
3167,505,2906,615,0
167,9,2269,1248,0
1304,2718,1715,3132,0
1160,1955,371,107,0
558,2569,2362,2653,0
370,337,2101,1862,0
1286,2389,1765,1343,0
73,1476,1076,3251,0
1676,2632,2626,3199,0
1175,1551,1180,2646,0
184,2556,2629,1519,0
2084,1024,784,3280,0
1494,1315,1009,1246,0
3052,1596,1694,1455,0
2814,2604,1119,2229,0
232,2595,2413,2223,0
2969,2622,2422,694,0
1147,2329,3135,1327,0
