p1,p2,p3,label
93,82,606,0
97,7,923,0
48,46,905,0
44,89,844,0
32,60,493,0
25,5,292,0
79,77,786,0
64,39,433,0
36,51,863,0
37,86,827,0
78,1,244,0
82,57,231,0
52,21,744,0
54,37,997,0
39,18,595,0
65,20,97,0
22,18,244,0
77,49,808,0
37,99,65,0
82,51,933,0
51,32,350,0
72,33,709,0
59,3,300,0
19,6,384,0
11,91,956,0
100,23,485,0
4,31,333,0
99,34,460,0
37,4,709,0
54,7,931,0
20,23,909,0
92,32,99,0
30,1,556,0
19,11,988,0
61,20,489,0
39,35,751,0
94,91,825,0
11,28,629,0
12,22,217,0
53,72,967,0
94,19,639,0
77,63,474,0
6,24,844,0
99,82,979,0
95,77,330,0
21,38,804,0
92,68,772,0
30,85,101,0
48,60,547,0
94,41,692,0
97,74,409,0
81,90,915,0
55,20,370,0
47,49,981,0
67,32,931,0
36,98,886,0
22,65,26,0
36,41,22,0
25,56,481,0
21,98,260,0
72,57,287,0
94,12,18,0
35,72,674,0
35,75,519,0
55,95,663,0
66,97,194,0
45,35,23,0
25,78,925,0
70,86,665,0
88,87,765,0
10,79,966,0
42,89,287,0
21,31,595,0
57,34,196,0
6,59,41,0
79,9,259,0
73,9,275,0
3,14,994,0
58,2,216,0
8,71,954,0
58,28,647,0
74,93,578,0
56,86,5,0
56,21,192,0
16,26,949,0
82,99,390,0
49,19,520,0
100,87,172,0
50,7,365,0
66,37,263,0
74,61,231,0
76,13,193,0
75,79,454,0
4,18,758,0
32,92,990,0
92,17,451,0
81,93,125,0
87,85,749,0
52,9,591,0
75,85,885,0
6,90,468,0
89,10,115,0
79,68,979,0
29,77,374,0
94,90,977,0
7,73,290,0
2,32,269,0
26,67,924,0
11,50,192,0
48,3,376,0
32,63,14,0
39,48,316,0
56,24,329,0
18,18,705,0
61,62,253,0
74,67,47,0
57,69,22,0
32,75,763,0
28,60,742,0
47,43,687,0
69,14,342,0
68,78,471,0
84,12,577,0
78,45,480,0
97,63,658,0
13,40,943,0
66,92,785,0
72,1,968,0
8,38,161,0
24,61,27,0
31,87,347,0
1,32,384,0
94,41,372,0
49,66,252,0
15,52,447,0
69,4,103,0
69,53,374,0
88,6,672,0
95,89,972,0
70,65,377,0
6,68,643,0
24,31,804,0
66,11,904,0
51,49,495,0
76,91,330,0
33,93,155,0
40,59,879,0
30,96,137,0
39,20,451,0
73,21,381,0
83,74,639,0
57,96,35,0
91,86,399,0
50,73,560,0
59,48,144,0
17,67,537,0
60,17,973,0
16,79,421,0
67,20,250,0
100,64,656,0
61,71,49,0
76,65,183,0
48,9,654,0
91,16,568,0
99,41,116,0
34,31,199,0
77,65,995,0
30,88,585,0
85,18,491,0
72,99,158,0
53,10,839,0
100,3,340,0
90,10,961,0
21,65,986,0
68,49,428,0
12,79,594,0
52,76,139,0
38,64,256,0
44,20,391,0
61,82,497,0
41,41,965,0
86,63,147,0
84,77,126,0
16,72,415,0
90,77,778,0
33,93,499,0
1,14,208,0
3,10,925,0
3,39,478,0
43,34,280,0
83,57,436,0
57,99,66,0
90,31,786,0
55,69,714,0
6,35,266,0
38,47,514,0
23,4,506,0
4,32,842,0
89,95,522,0
27,1,355,0
47,25,85,0
87,93,203,0
51,8,296,0
23,9,823,0
76,26,626,0
89,50,883,0
48,37,124,0
63,7,438,0
67,45,605,0
30,21,213,0
87,59,335,0
14,29,191,0
88,52,322,0
15,33,246,0
1,95,901,0
25,44,985,0
15,51,122,0
24,29,435,0
100,26,411,0
24,82,455,0
74,94,349,0
67,22,694,0
50,15,500,0
76,41,503,0
75,87,704,0
24,14,794,0
100,59,812,0
42,73,304,0
46,79,488,0
29,36,987,0
44,38,623,0
6,54,363,0
93,59,100,0
97,73,845,0
26,22,514,0
50,28,340,0
92,20,333,0
74,38,421,0
88,95,70,0
83,24,337,0
32,63,597,0
89,20,666,0
10,71,587,0
57,64,764,0
100,81,962,0
91,38,447,0
27,31,495,0
19,3,148,0
42,63,934,0
100,82,76,0
65,11,383,0
55,83,926,0
60,45,402,0
14,60,381,0
25,9,872,0
18,31,611,0
86,32,271,0
6,54,780,0
51,92,863,0
64,73,237,0
33,16,810,0
58,22,398,0
68,55,686,0
35,36,204,0
79,28,380,0
12,23,665,0
8,52,117,0
100,24,512,0
28,20,315,0
98,10,879,0
40,6,710,0
21,40,812,0
57,89,381,0
40,84,309,0
18,6,128,0
47,41,372,0
72,1,855,0
37,5,504,0
79,49,304,0
67,70,758,0
73,14,456,0
62,93,723,0
77,76,958,0
41,43,625,0
25,93,993,0
46,29,84,0
58,90,368,0
39,22,302,0
11,2,122,0
56,43,400,0
59,77,435,0
2,16,478,0
46,91,421,0
52,64,805,0
95,11,448,0
40,97,684,0
61,41,270,0
22,30,780,0
84,36,812,0
38,32,784,0
78,32,473,0
52,36,419,0
38,72,846,0
95,18,682,0
54,18,503,0
35,88,865,0
65,80,556,0
73,82,498,0
63,59,507,0
25,16,694,0
39,5,76,0
6,86,193,0
30,56,777,0
12,84,727,0
85,97,807,0
55,72,502,0
52,16,490,0
97,99,321,0
6,46,545,0
92,1,717,0
98,59,520,0
41,89,40,0
16,26,866,0
6,41,536,0
9,39,604,0
2,21,69,0
83,91,235,0
69,71,63,0
43,46,297,0
72,51,988,0
71,66,660,0
81,57,521,0
18,50,977,0
67,24,496,0
67,78,176,0
98,98,286,0
60,83,356,0
38,46,482,0
40,65,607,0
25,42,205,0
59,22,427,0
36,55,525,0
87,57,125,0
58,87,622,0
2,53,701,0
5,37,322,0
60,87,392,0
81,84,174,0
1,66,959,0
81,38,554,0
90,89,122,0
63,51,469,0
39,29,50,0
51,71,746,0
45,32,614,0
39,55,159,0
75,6,654,0
72,84,955,0
40,12,755,0
87,38,972,0
47,29,601,0
80,78,543,0
88,14,924,0
63,30,555,0
77,78,852,0
3,56,71,0
6,35,719,0
69,60,71,0
76,42,37,0
37,16,777,0
72,18,622,0
74,4,758,0
11,47,493,0
91,97,39,0
99,96,610,0
86,10,818,0
66,40,285,0
25,78,663,0
39,67,880,0
47,24,9,0
3,80,262,0
58,66,42,0
63,46,660,0
68,80,842,0
94,86,817,0
41,31,409,0
81,56,317,0
72,21,756,0
81,89,120,0
87,34,364,0
98,70,721,0
55,20,562,0
86,96,916,0
91,39,457,0
57,29,782,0
47,98,944,0
70,48,864,0
40,21,650,0
40,6,62,0
20,21,910,0
25,48,441,0
8,48,432,0
34,98,162,0
18,7,922,0
85,31,27,0
76,25,776,0
93,33,127,0
62,34,998,0
43,60,266,0
82,65,166,0
57,85,414,0
5,44,140,0
72,38,479,0
45,9,772,0
39,24,875,0
63,53,919,0
28,38,14,0
40,80,918,0
9,44,122,0
7,85,561,0
38,78,928,0
87,8,216,0
33,54,720,0
17,8,218,0
22,99,392,0
37,15,45,0
59,58,149,0
15,69,988,0
23,77,468,0
95,49,691,0
17,47,955,0
71,6,253,0
22,8,840,0
50,35,916,0
23,88,183,0
35,18,946,0
70,2,921,0
83,34,918,0
84,8,219,0
85,88,563,0
100,94,131,0
58,68,260,0
73,72,336,0
26,46,198,0
37,43,767,0
56,11,139,0
31,42,338,0
6,14,599,0
84,18,135,0
84,15,900,0
11,84,188,0
86,31,617,0
26,95,816,0
50,6,618,0
100,39,56,0
52,1,62,0
61,10,754,0
55,62,306,0
87,52,316,0
34,51,431,0
45,78,249,0
64,23,92,0
87,93,158,0
46,23,303,0
47,87,755,0
78,53,338,0
40,53,895,0
32,54,466,0
62,36,32,0
59,42,790,0
12,9,282,0
57,78,108,0
58,34,55,0
61,19,472,0
88,93,466,0
9,88,423,0
16,13,898,0
45,43,14,0
23,94,832,0
83,83,871,0
50,1,489,0
14,46,97,0
58,29,638,0
63,21,901,0
53,90,277,0
73,73,830,0
65,46,914,0
92,90,905,0
42,29,301,0
44,37,156,0
76,77,499,0
41,68,110,0
19,61,526,0
5,16,505,0
1,25,991,0
2,50,795,0
35,24,503,0
9,65,25,0
22,45,164,0
72,92,910,0
67,56,777,0
12,75,588,0
66,37,487,0
80,22,874,0
98,75,215,0
36,9,734,0
54,88,791,0
95,84,755,0
37,15,625,0
13,84,735,0
80,75,222,0
64,74,309,0
22,84,201,0
5,74,413,0
36,56,889,0
31,61,58,0
63,22,750,0
1,16,146,0
81,58,464,0
25,14,450,0
54,85,256,0
92,79,389,0
53,5,944,0
61,16,77,0
41,23,693,0
50,86,441,0
58,37,138,0
54,96,177,0
56,46,447,0
39,69,69,0
9,49,92,0
90,1,98,0
28,18,500,0
62,82,576,0
10,93,143,0
53,63,153,0
80,9,103,0
22,59,342,0
64,9,342,0
34,18,261,0
7,71,393,0
30,32,921,0
48,78,70,0
99,65,366,0
88,2,373,0
75,59,800,0
18,85,309,0
44,37,870,0
26,61,734,0
92,96,817,0
2,36,851,0
91,13,786,0
1,73,243,0
87,5,848,0
24,34,27,0
28,89,819,0
24,23,607,0
97,66,780,0
2,47,833,0
42,89,119,0
28,13,422,0
27,67,441,0
68,70,939,0
78,25,976,0
100,74,764,0
49,93,548,0
92,27,91,0
52,78,421,0
14,81,67,0
16,24,972,0
99,29,633,0
20,41,250,0
24,2,868,0
92,54,266,0
22,37,254,0
12,65,733,0
27,32,471,0
80,78,259,0
55,87,524,0
58,9,515,0
34,44,255,0
26,20,524,0
99,48,151,0
6,19,12,0
64,58,752,0
46,81,162,0
64,14,792,0
51,57,798,0
27,56,885,0
12,84,820,0
46,11,313,0
19,13,971,0
50,8,69,0
25,71,190,0
68,45,668,0
73,14,245,0
14,80,98,0
38,35,800,0
62,67,957,0
47,97,65,0
43,7,316,0
26,12,290,0
30,57,836,0
92,72,85,0
89,78,452,0
58,11,108,0
57,58,395,0
6,35,71,0
42,92,525,0
89,75,265,0
44,70,393,0
18,19,831,0
55,13,694,0
67,99,7,0
51,4,884,0
45,58,2,0
29,41,384,0
30,77,544,0
83,27,135,0
83,76,574,0
64,10,496,0
71,58,371,0
14,14,517,0
58,8,944,0
50,16,452,0
36,42,799,0
35,26,164,0
6,60,865,0
54,58,739,0
39,9,625,0
10,97,241,0
64,31,564,0
78,52,350,0
44,76,333,0
82,69,112,0
19,93,681,0
87,46,837,0
13,83,924,0
16,93,621,0
94,58,545,0
74,34,566,0
59,88,391,0
79,67,666,0
77,64,826,0
51,22,607,0
96,78,530,0
52,81,995,0
12,68,105,0
69,72,961,0
70,74,390,0
83,50,261,0
74,8,699,0
94,95,718,0
68,95,920,0
67,53,260,0
55,14,996,0
13,81,908,0
39,59,631,0
32,28,99,0
45,58,849,0
92,20,993,0
12,48,922,0
89,19,802,0
97,19,258,0
6,73,505,0
63,70,932,0
52,52,53,0
11,42,350,0
88,1,369,0
72,41,933,0
72,58,25,0
3,68,742,0
97,61,577,0
71,28,306,0
9,45,202,0
40,41,800,0
100,96,120,0
8,51,695,0
73,67,345,0
95,82,662,0
40,34,359,0
1,96,766,0
45,83,97,0
98,60,128,0
72,66,40,0
17,27,935,0
61,68,208,0
77,99,121,0
59,4,767,0
30,89,743,0
4,44,673,0
43,75,810,0
19,57,804,0
73,70,811,0
9,60,569,0
31,32,45,0
96,59,363,0
71,91,979,0
7,29,38,0
35,42,680,0
81,77,828,0
51,90,236,0
90,81,598,0
1,19,47,0
66,85,895,0
17,67,44,0
59,21,95,0
99,23,40,0
84,82,772,0
83,52,979,0
85,91,494,0
66,26,450,0
4,50,535,0
96,7,74,0
98,40,92,0
30,1,305,0
65,20,857,0
71,98,258,0
31,3,380,0
47,99,202,0
94,53,44,0
93,66,548,0
68,10,846,0
67,6,283,0
13,59,45,0
26,43,44,0
56,98,295,0
18,36,178,0
37,19,899,0
46,99,900,0
53,66,555,0
13,32,742,0
79,49,834,0
73,6,387,0
90,44,292,0
83,21,136,0
47,45,972,0
92,66,156,0
51,78,651,0
42,9,747,0
71,94,60,0
11,79,472,0
23,65,297,0
68,8,249,0
40,62,338,0
1,27,247,0
62,45,663,0
14,19,458,0
86,40,38,0
3,19,508,0
92,80,309,0
6,72,156,0
64,16,458,0
46,1,609,0
64,77,121,0
55,97,959,0
54,67,728,0
92,30,775,0
81,37,866,0
12,58,528,0
51,65,854,0
32,43,500,0
20,29,893,0
23,46,558,0
58,8,182,0
29,8,688,0
82,14,926,0
20,10,401,0
27,77,648,0
71,26,65,0
74,80,647,0
24,41,972,0
44,21,242,0
16,51,152,0
14,88,359,0
10,48,731,0
81,21,439,0
46,37,27,0
45,84,957,0
90,17,247,0
53,25,196,0
43,43,307,0
19,93,529,0
36,55,371,0
60,88,658,0
74,83,131,0
98,19,97,0
85,58,553,0
15,31,398,0
59,18,660,0
45,56,809,0
57,34,161,0
93,17,494,0
5,52,649,0
14,39,921,0
47,45,152,0
35,19,971,0
70,45,998,0
93,71,327,0
2,53,682,0
64,6,111,0
7,15,538,0
95,16,237,0
64,51,639,0
50,65,125,0
13,88,253,0
89,90,648,0
37,48,38,0
100,26,390,0
42,75,346,0
58,57,349,0
48,60,687,0
21,46,978,0
1,70,34,0
14,26,829,0
41,93,802,0
61,80,148,0
4,10,855,0
8,4,875,0
40,19,814,0
68,35,270,0
52,66,799,0
51,87,3,0
93,2,171,0
96,53,704,0
53,28,585,0
99,64,537,0
74,60,531,0
75,80,442,0
50,31,253,0
73,52,709,0
80,34,674,0
61,2,283,0
51,51,752,0
38,69,807,0
95,38,683,0
39,42,436,0
33,93,513,0
27,53,999,0
24,33,799,0
6,42,881,0
92,87,620,0
23,18,510,0
69,81,373,0
65,12,40,0
47,64,949,0
43,22,859,0
63,14,12,0
74,74,313,0
100,42,822,0
49,98,733,0
21,15,273,0
34,36,737,0
11,68,381,0
35,19,454,0
27,20,856,0
7,8,70,0
11,5,265,0
46,51,148,0
31,5,884,0
64,27,748,0
97,68,405,0
59,63,828,0
57,75,16,0
56,37,454,0
50,81,83,0
18,87,37,0
56,97,118,0
95,89,871,0
49,87,956,0
10,1,835,0
13,47,642,0
42,74,163,0
69,13,363,0
63,66,786,0
92,30,819,0
67,82,628,0
15,15,413,0
31,21,344,0
81,2,936,0
6,48,977,0
94,75,271,0
84,70,550,0
2,12,446,0
85,35,850,0
14,1,719,0
8,95,210,0
18,14,976,0
70,99,196,0
88,79,45,0
94,10,632,0
92,86,640,0
63,4,120,0
65,6,542,0
92,20,159,0
81,44,545,0
36,78,670,0
92,76,209,0
64,35,856,0
98,1,601,0
81,84,759,0
22,20,95,0
11,1,541,0
64,47,389,0
75,39,169,0
1,91,587,0
53,6,370,0
86,62,922,0
66,27,154,0
30,85,466,0
70,9,138,0
17,73,630,0
22,67,916,0
7,85,324,0
23,1,458,0
4,81,104,0
71,97,932,0
92,33,215,0
45,21,460,0
32,58,801,0
14,47,853,0
63,4,406,0
34,46,649,0
100,23,528,0
24,77,534,0
62,14,966,0
67,46,228,0
67,77,547,0
81,83,472,0
84,66,999,0
45,56,81,0
86,68,132,0
3,29,90,0
64,49,921,0
55,81,809,0
34,34,796,0
51,25,633,0
74,89,330,0
41,31,592,0
51,83,196,0
67,21,404,0
26,65,291,0
10,31,216,0
28,22,805,0
15,14,590,0
92,25,876,0
19,67,111,0
63,35,615,0
36,66,151,0
20,18,649,0
37,32,20,0
83,51,658,0
53,79,16,0
35,71,32,0
65,22,591,0
50,21,407,0
58,47,637,0
15,30,846,0
84,22,858,0
52,24,620,0
38,50,645,0
53,8,869,0
28,38,825,0
96,62,550,0
94,8,768,0
11,52,54,0
45,63,613,0
53,41,39,0
3,81,445,0
63,21,4,0
49,70,986,0
90,52,62,0
70,64,944,0
40,19,567,0
22,97,785,0
93,93,294,0
98,42,199,0
90,90,53,0
48,28,46,0
8,50,950,0
11,63,32,0
93,51,518,0
74,21,51,0
48,30,434,0
16,28,621,0
87,55,205,0
29,97,48,0
20,97,925,0
6,25,120,0
63,69,84,0
79,80,945,0
7,49,283,0
37,62,65,0
91,18,172,0
58,16,723,0
100,67,941,0
90,94,412,0
41,1,494,0
20,38,508,0
20,10,764,0
93,56,890,0
44,61,30,0
12,11,146,0
26,74,522,0
73,57,358,0
83,41,120,0
95,88,722,0
16,6,394,0
38,43,621,0
93,10,368,0
94,37,209,0
87,8,141,0
55,32,773,0
83,50,200,0
56,33,558,0
70,23,177,0
53,23,509,0
2,44,258,0
15,51,814,0
7,8,806,0
15,26,614,0
52,78,153,0
31,18,488,0
73,8,45,0
98,25,601,0
53,55,243,0
27,97,214,0
33,61,300,0
86,47,92,0
2,4,869,0
98,60,13,0
60,22,196,0
19,38,954,0
16,82,557,0
87,27,287,0
27,72,384,0
79,17,727,0
69,29,581,0
68,24,500,0
79,96,464,0
38,40,286,0
8,39,589,0
9,15,880,0
2,62,86,0
37,70,368,0
78,28,341,0
23,60,88,0
90,96,538,0
86,74,809,0
74,26,782,0
34,49,775,0
52,80,972,0
32,2,818,0
37,32,780,0
37,42,94,0
89,87,311,0
66,7,780,0
17,46,364,0
2,43,391,0
84,17,470,0
97,62,905,0
31,42,232,0
9,39,31,0
25,72,723,0
91,45,19,0
10,60,305,0
23,70,800,0
64,50,25,0
44,80,743,0
91,27,240,0
74,66,859,0
69,66,113,0
69,51,996,0
74,89,78,0
96,2,213,0
99,7,169,0
35,12,911,0
84,79,188,0
52,15,977,0
93,89,736,0
51,28,714,0
25,41,582,0
20,67,154,0
14,43,924,0
24,4,175,0
30,72,100,0
53,57,269,0
30,65,872,0
55,58,380,0
87,6,945,0
6,1,872,0
96,90,117,0
89,62,412,0
45,25,685,0
60,54,349,0
21,53,48,0
50,54,43,0
35,96,608,0
85,59,925,0
21,1,314,0
87,82,170,0
58,42,611,0
60,24,102,0
80,37,25,0
32,56,512,0
11,66,117,0
2,47,541,0
1,34,621,0
97,5,905,0
55,29,885,0
7,17,512,0
96,14,416,0
74,10,330,0
39,63,28,0
1,97,185,0
77,19,581,0
54,95,732,0
43,94,314,0
74,37,723,0
44,94,380,0
13,5,449,0
20,96,731,0
21,49,708,0
33,36,562,0
30,98,887,0
48,56,327,0
98,17,382,0
9,21,840,0
76,46,927,0
12,46,281,0
49,47,180,0
21,1,477,0
55,48,374,0
84,43,258,0
35,64,766,0
80,22,110,0
88,9,344,0
100,72,196,0
2,73,958,0
74,53,539,0
29,94,603,0
50,95,177,0
73,44,888,0
59,54,488,0
55,28,346,0
4,71,354,0
55,33,592,0
5,85,508,0
72,53,354,0
3,67,975,0
42,78,522,0
82,50,293,0
72,85,692,0
36,17,192,0
9,93,786,0
68,46,346,0
80,67,435,0
34,48,121,0
96,59,847,0
26,75,160,0
28,39,737,0
42,3,519,0
25,7,813,0
77,69,936,0
89,70,421,0
4,34,537,0
27,53,203,0
32,78,12,0
6,74,175,0
62,27,598,0
55,53,230,0
41,75,766,0
67,43,657,0
96,29,210,0
18,18,816,0
14,83,407,0
27,60,782,0
85,43,757,0
8,15,762,0
3,37,414,0
89,38,358,0
75,93,703,0
42,17,743,0
52,64,500,0
96,46,842,0
35,69,482,0
20,16,798,0
100,32,119,0
94,63,636,0
29,35,529,0
33,92,933,0
37,16,866,0
94,6,324,0
91,93,976,0
14,43,886,0
37,97,659,0
58,84,303,0
83,14,212,0
90,71,60,0
68,42,626,0
23,14,807,0
62,82,840,0
92,97,242,0
72,54,785,0
70,75,17,0
77,33,219,0
10,85,301,0
41,14,118,0
56,78,721,0
16,9,931,0
59,67,773,0
33,47,550,0
63,81,416,0
95,41,763,0
28,94,94,0
53,52,10,0
45,57,725,0
99,76,505,0
83,2,116,0
58,36,534,0
14,33,207,0
43,74,260,0
62,15,394,0
88,69,727,0
62,80,53,0
54,65,244,0
15,28,500,0
62,61,290,0
40,21,749,0
59,13,99,0
44,62,407,0
85,70,981,0
86,60,870,0
72,45,935,0
22,25,506,0
51,35,996,0
97,46,641,0
53,90,447,0
10,36,389,0
40,80,627,0
53,48,86,0
78,93,755,0
2,49,859,0
30,72,201,0
86,62,17,0
70,90,336,0
69,58,369,0
17,58,18,0
87,9,309,0
48,46,373,0
96,21,103,0
69,42,603,0
56,36,329,0
84,14,718,0
1,78,359,0
71,13,355,0
70,92,96,0
45,69,25,0
29,44,395,0
40,29,499,0
83,57,606,0
31,20,760,0
39,84,938,0
16,67,99,0
52,68,289,0
35,54,998,0
12,59,416,0
87,76,490,0
55,10,286,0
12,50,324,0
50,94,672,0
75,95,665,0
72,67,413,0
99,3,418,0
43,44,317,0
62,52,391,0
59,79,241,0
45,98,150,0
67,27,140,0
54,60,857,0
9,97,674,0
98,76,101,0
27,10,74,0
38,88,416,0
54,75,758,0
82,1,895,0
20,41,473,0
61,81,547,0
54,70,933,0
85,94,566,0
87,72,588,0
95,93,706,0
98,47,856,0
91,90,601,0
22,13,49,0
60,22,861,0
72,4,345,0
50,30,420,0
46,41,292,0
51,48,137,0
82,9,80,0
8,76,478,0
13,55,303,0
64,2,761,0
84,60,724,0
6,9,452,0
55,36,642,0
19,47,737,0
92,78,895,0
42,62,959,0
95,38,339,0
44,81,653,0
57,30,386,0
44,54,338,0
46,92,608,0
34,37,100,0
26,25,400,0
96,14,350,0
65,49,232,0
45,54,656,0
85,99,653,0
49,2,195,0
1,16,94,0
63,85,376,0
63,35,850,0
8,67,467,0
92,21,26,0
90,5,313,0
63,18,526,0
53,73,109,0
94,49,473,0
60,22,16,0
26,43,981,0
87,96,853,0
85,2,578,0
85,27,975,0
25,62,725,0
75,52,679,0
30,83,233,0
91,29,226,0
92,62,616,0
70,10,121,0
39,4,787,0
4,7,694,0
45,84,573,0
56,14,970,0
94,62,815,0
13,21,879,0
21,11,603,0
23,98,173,0
93,51,302,0
15,50,113,0
80,12,440,0
43,49,636,0
97,31,125,0
20,11,991,0
100,17,387,0
76,82,309,0
79,1,336,0
70,80,524,0
37,9,440,0
94,84,91,0
25,83,789,0
28,7,618,0
72,39,904,0
22,50,398,0
83,31,345,0
10,76,168,0
41,76,822,0
1,77,634,0
17,37,613,0
38,79,107,0
29,36,869,0
53,65,43,0
90,46,114,0
35,45,463,0
18,36,65,0
32,39,507,0
48,50,904,0
71,63,34,0
5,38,984,0
26,6,478,0
84,76,853,0
14,5,977,0
19,72,166,0
14,51,2,0
8,7,94,0
49,14,473,0
10,79,231,0
34,89,796,0
63,28,442,0
10,12,440,0
11,86,94,0
69,13,207,0
72,76,345,0
56,39,741,0
3,90,2,0
60,6,816,0
36,37,141,0
73,62,150,0
62,49,369,0
49,58,214,0
75,30,810,0
91,46,293,0
61,77,99,0
100,17,772,0
69,86,11,0
8,30,765,0
90,6,47,0
86,75,471,0
24,26,123,0
87,77,902,0
81,14,239,0
26,41,568,0
30,37,835,0
19,46,212,0
24,83,566,0
28,59,287,0
98,55,372,0
62,31,176,0
76,5,303,0
14,37,124,0
28,35,390,0
37,87,244,0
1,36,336,0
69,25,659,0
86,72,891,0
9,54,400,0
83,18,508,0
6,3,380,0
84,1,840,0
34,91,788,0
91,12,572,0
50,28,888,0
58,46,519,0
2,77,317,0
42,10,653,0
71,96,629,0
53,6,336,0
53,6,950,0
4,4,90,0
23,10,56,0
76,15,686,0
82,60,89,0
49,57,177,0
17,60,37,0
89,34,202,0
68,30,855,0
21,25,401,0
23,56,245,0
33,53,152,0
25,98,953,0
14,81,766,0
29,7,619,0
41,97,125,0
30,24,966,0
63,17,736,0
41,25,253,0
83,47,441,0
65,53,203,0
48,5,469,0
68,66,457,0
29,85,206,0
33,75,424,0
96,55,963,0
83,67,982,0
28,29,713,0
71,21,380,0
100,67,541,0
32,90,858,0
52,66,177,0
34,39,358,0
74,25,689,0
93,56,480,0
60,2,626,0
26,2,295,0
17,35,175,0
41,11,248,0
2,40,127,0
39,66,419,0
79,23,341,0
84,3,181,0
44,35,520,0
46,75,895,0
13,29,227,0
86,13,77,0
48,31,28,0
79,60,309,0
29,74,382,0
10,98,193,0
54,58,30,0
52,49,733,0
53,55,860,0
94,80,867,0
67,98,31,0
6,84,224,0
51,91,51,0
94,90,468,0
93,8,102,0
27,97,438,0
62,86,333,0
60,89,512,0
33,32,694,0
3,55,413,0
71,36,671,0
71,42,887,0
9,30,940,0
42,69,87,0
76,41,976,0
66,3,472,0
98,98,118,0
28,55,154,0
11,14,184,0
84,50,190,0
98,92,586,0
95,44,560,0
17,86,350,0
95,26,482,0
73,8,851,0
32,5,203,0
81,73,451,0
45,93,410,0
13,25,460,0
54,92,128,0
50,77,194,0
54,69,114,0
88,53,520,0
2,77,497,0
37,45,101,0
7,46,875,0
78,79,52,0
69,96,799,0
100,20,311,0
7,32,688,0
6,64,164,0
89,60,914,0
2,49,823,0
72,39,626,0
65,22,150,0
8,48,29,0
24,53,231,0
89,80,129,0
21,66,107,0
55,51,877,0
41,39,346,0
28,74,884,0
60,81,606,0
71,58,363,0
92,26,880,0
24,84,987,0
96,57,60,0
86,52,943,0
82,64,12,0
87,35,211,0
13,83,638,0
26,12,430,0
41,75,535,0
60,40,192,0
23,72,568,0
74,69,995,0
72,46,628,0
47,25,396,0
32,44,489,0
45,76,511,0
98,19,469,0
38,85,197,0
53,2,431,0
14,60,727,0
17,49,790,0
24,74,953,0
23,6,58,0
40,35,650,0
62,92,321,0
21,83,245,0
54,92,688,0
53,86,420,0
23,57,298,0
63,95,37,0
74,23,634,0
25,89,589,0
86,29,131,0
59,52,566,0
62,69,863,0
45,48,880,0
88,53,597,0
54,81,557,0
24,63,352,0
74,19,191,0
69,48,235,0
1,74,390,0
24,44,976,0
75,81,941,0
12,27,674,0
33,51,578,0
64,64,872,0
20,89,357,0
98,35,459,0
72,16,657,0
37,46,250,0
20,79,253,0
35,94,761,0
33,68,470,0
56,84,676,0
91,28,877,0
25,16,495,0
94,27,910,0
26,47,374,0
13,28,207,0
74,42,732,0
48,59,593,0
96,68,267,0
22,47,63,0
97,80,963,0
25,34,270,0
57,31,598,0
54,91,569,0
10,19,117,0
64,64,356,0
58,71,664,0
37,33,866,0
54,27,892,0
72,8,699,0
66,27,305,0
28,39,330,0
6,48,889,0
59,4,381,0
7,14,388,0
20,67,772,0
36,77,457,0
94,68,583,0
50,58,253,0
33,52,113,0
34,91,866,0
20,79,25,0
96,14,128,0
28,82,270,0
60,60,541,0
50,46,816,0
27,18,309,0
62,99,563,0
73,82,666,0
60,40,408,0
64,57,25,0
90,35,160,0
1,31,706,0
40,36,623,0
62,73,644,0
80,80,119,0
43,63,275,0
18,28,347,0
99,3,248,0
33,17,110,0
79,47,969,0
33,14,693,0
59,53,327,0
54,37,504,0
15,39,432,0
36,14,168,0
14,42,363,0
16,32,71,0
93,70,854,0
38,99,20,0
57,73,179,0
27,81,436,0
100,60,821,0
59,95,404,0
87,95,333,0
94,11,999,0
46,9,768,0
89,80,34,0
75,3,626,0
8,19,808,0
45,73,499,0
75,3,228,0
32,37,671,0
67,32,558,0
91,42,741,0
19,43,771,0
74,76,755,0
41,56,260,0
96,85,815,0
58,36,174,0
10,54,584,0
83,93,9,0
33,76,519,0
38,94,239,0
13,37,799,0
44,90,628,0
64,38,701,0
62,73,337,0
92,31,816,0
55,22,87,0
66,41,2,0
25,25,411,0
56,85,821,0
20,34,134,0
5,27,168,0
68,88,845,0
66,39,205,0
67,9,831,0
74,59,86,0
44,6,794,0
62,87,368,0
19,20,699,0
94,46,379,0
62,8,316,0
32,53,174,0
31,60,551,0
79,49,852,0
33,65,240,0
72,78,144,0
93,50,693,0
16,58,336,0
16,14,61,0
20,99,787,0
81,6,383,0
83,47,790,0
90,70,533,0
42,99,223,0
93,3,413,0
11,20,105,0
3,46,7,0
78,60,427,0
29,2,336,0
57,11,80,0
13,16,624,0
49,39,107,0
18,91,320,0
31,44,648,0
85,75,109,0
97,67,401,0
55,79,619,0
69,44,409,0
1,3,314,0
34,67,604,0
66,25,226,0
59,69,761,0
78,82,387,0
74,45,186,0
84,15,589,0
42,8,422,0
70,45,739,0
79,9,785,0
62,15,459,0
7,1,273,0
88,75,442,0
59,27,366,0
64,34,301,0
